티커,종목,ISIN,시장
481850,신한글로벌액티브리츠,KR7481850006,STK
404990,신한서부티엔디리츠,KR7404990004,STK
293940,신한알파리츠,KR7293940003,STK
474660,신한제12호스팩,KR7474660008,KSQ
474930,신한제13호스팩,KR7474930005,KSQ
487360,신한제14호스팩,KR7487360000,KSQ
487830,신한제15호스팩,KR7487830002,KSQ
496070,신한제16호스팩,KR7496070004,KSQ
0130D0,신한제17호스팩,KR70130D0002,KSQ
0129K0,신한제18호스팩,KR70129K0006,KSQ
055550,신한지주,KR7055550008,STK
056700,신화인터텍,KR7056700008,KSQ
187270,신화콘텍,KR7187270004,KSQ
095190,신화프리텍,KR7095190005,KSQ
004080,신흥,KR7004080008,STK
243840,신흥에스이씨,KR7243840006,KSQ
257720,실리콘투,KR7257720003,KSQ
222800,심텍,KR7222800005,KSQ
036710,심텍홀딩스,KR7036710002,KSQ
444530,심플랫폼,KR7444530000,KSQ
234030,싸이닉솔루션,KR7234030005,KSQ
160980,싸이맥스,KR7160980009,KSQ
356890,싸이버원,KR7356890004,KSQ
217330,싸이토젠,KR7217330000,KSQ
004770,써니전자,KR7004770004,STK
217320,썬테크,KR7217320001,KNX
208640,썸에이지,KR7208640003,KSQ
222420,쎄노텍,KR7222420002,KSQ
037760,쎄니트,KR7037760006,KSQ
081180,쎄크,KR7081180002,KSQ
099320,쎄트렉아이,KR7099320004,KSQ
049960,쎌바이오텍,KR7049960008,KSQ
088280,쏘닉스,KR7088280003,KSQ
403550,쏘카,KR7403550007,STK
050890,쏠리드,KR7050890003,KSQ
394800,쓰리빌리언,KR7394800007,KSQ
177900,쓰리에이로직스,KR7177900008,KSQ
475400,씨메스로보틱스,KR7475400008,KSQ
109670,씨싸이트,KR7109670000,KSQ
066790,씨씨에스,KR7066790007,KSQ
004920,씨아이테크,KR7004920005,STK
236030,씨알푸드,KR7236030003,KNX
103660,씨앗,KR7103660007,KNX
352480,씨앤씨인터내셔널,KR7352480008,KSQ
245450,씨앤에스링크,KR7245450002,KNX
264660,씨앤지하이테크,KR7264660002,KSQ
352700,씨앤투스,KR7352700009,KSQ
458870,씨어스,KR7458870003,KSQ
297090,씨에스베어링,KR7297090003,KSQ
112610,씨에스윈드,KR7112610001,STK
900120,씨엑스아이,KYG2114A1094,KSQ
359090,씨엔알리서치,KR7359090008,KSQ
115530,씨엔플러스,KR7115530008,KSQ
388210,씨엠티엑스,KR7388210007,KSQ
115480,씨유메디칼,KR7115480006,KSQ
376290,씨유테크,KR7376290003,KSQ
189330,씨이랩,KR7189330004,KSQ
096530,씨젠,KR7096530001,KSQ
480370,씨케이솔루션,KR7480370006,STK
101240,씨큐브,KR7101240000,KSQ
060590,씨티씨바이오,KR7060590007,KSQ
308170,씨티알모빌리티,KR7308170000,STK
260930,씨티케이,KR7260930003,KSQ
413630,씨피시스템,KR7413630005,KSQ
013990,아가방컴퍼니,KR7013990007,KSQ
175140,아고스,KR7175140003,KSQ
123860,아나패스,KR7123860009,KSQ
025980,아난티,KR7025980004,KSQ
008700,아남전자,KR7008700007,STK
0015N0,아로마티카,KR70015N0000,KSQ
261780,아리바이오랩,KR7261780001,KSQ
290690,아리바이오홀딩스,KR7290690007,KSQ
125210,아모그린텍,KR7125210005,KSQ
090430,아모레퍼시픽,KR7090430000,STK
090435,아모레퍼시픽우,KR7090431008,STK
002790,아모레퍼시픽홀딩스,KR7002790004,STK
00279K,아모레퍼시픽홀딩스3우C,KR700279K010,STK
002795,아모레퍼시픽홀딩스우,KR7002791002,STK
357580,아모센스,KR7357580000,KSQ
052710,아모텍,KR7052710001,KSQ
074430,아미노로직스,KR7074430000,KSQ
092040,아미코젠,KR7092040005,KSQ
083930,아바코,KR7083930008,KSQ
149950,아바텍,KR7149950008,KSQ
036010,아비코전자,KR7036010007,KSQ
002030,아세아,KR7002030005,STK
183190,아세아시멘트,KR7183190008,STK
002310,아세아제지,KR7002310001,STK
050860,아세아텍,KR7050860006,KSQ
012170,아센디오,KR7012170007,STK
136410,아셈스,KR7136410008,KSQ
246720,아스타,KR7246720007,KSQ
450950,아스테라시스,KR7450950001,KSQ
067390,아스트,KR7067390005,KSQ
159010,아스플로,KR7159010008,KSQ
127710,아시아경제,KR7127710002,KSQ
267850,아시아나IDT,KR7267850006,STK
020560,아시아나항공,KR7020560009,STK
154030,아시아종묘,KR7154030001,KSQ
227610,아우딘퓨쳐스,KR7227610003,KSQ
331740,아우토크립트,KR7331740001,KSQ
143160,아이디스,KR7143160000,KSQ
054800,아이디스홀딩스,KR7054800008,KSQ
332370,아이디피,KR7332370006,KSQ
066430,아이로보틱스,KR7066430000,KSQ
122900,아이마켓코리아,KR7122900004,STK
339950,아이비김영,KR7339950008,KSQ
469750,아이비젼웍스,KR7469750004,KSQ
460470,아이빔테크놀로지,KR7460470008,KSQ
099190,아이센스,KR7099190001,KSQ
461300,아이스크림미디어,KR7461300006,KSQ
289010,아이스크림에듀,KR7289010001,KSQ
214430,아이쓰리시스템,KR7214430001,KSQ
040910,아이씨디,KR7040910002,KSQ
368600,아이씨에이치,KR7368600003,KSQ
456010,아이씨티케이,KR7456010008,KSQ
052860,아이앤씨,KR7052860004,KSQ
464500,아이언디바이스,KR7464500008,KSQ
010780,아이에스동서,KR7010780005,STK
212710,아이에스티이,KR7212710008,KSQ
038880,아이에이,KR7038880001,KSQ
307180,아이엘,KR7307180000,KSQ
403810,아이엘로보틱스,KR7403810005,KNX
493280,아이엠바이오로직스,KR7493280002,KSQ
461030,아이엠비디엑스,KR7461030009,KSQ
456570,아이엠지티,KR7456570001,KNX
451220,아이엠티,KR7451220008,KSQ
447690,아이오바이오,KR7447690009,KNX
078860,아이오케이이엔엠,KR7078860004,KSQ
090150,아이윈,KR7090150004,KSQ
031310,아이즈비전,KR7031310006,KSQ
462980,아이지넷,KR7462980004,KSQ
185490,아이진,KR7185490000,KSQ
059100,아이컴포넌트,KR7059100008,KSQ
149010,아이케이세미콘,KR7149010001,KNX
262840,아이퀘스트,KR7262840002,KSQ
175250,아이큐어,KR7175250000,KSQ
052460,아이크래프트,KR7052460003,KSQ
119830,아이텍,KR7119830008,KSQ
052770,아이톡시,KR7052770005,KSQ
124500,아이티센글로벌,KR7124500000,KSQ
031820,아이티센씨티에스,KR7031820004,STK
010280,아이티센엔텍,KR7010280006,KSQ
243870,아이티센코어,KR7243870003,KNX
232830,아이티센피엔에스,KR7232830000,KSQ
372800,아이티아이즈,KR7372800003,KSQ
084850,아이티엠반도체,KR7084850007,KSQ
309710,아이티켐,KR7309710002,KSQ
114840,아이패밀리에스씨,KR7114840002,KSQ
027360,아주IB투자,KR7027360007,KSQ
139990,아주스틸,KR7139990006,STK
032080,아즈텍WB,KR7032080004,KSQ
013310,아진산업,KR7013310008,KSQ
059120,아진엑스텍,KR7059120006,KSQ
009320,아진전자부품,KR7009320003,STK
0007C0,아크릴,KR70007C0003,KSQ
158430,아톤,KR7158430009,KSQ
297570,아틀라스링크,KR7297570004,KSQ
200350,아티스트스튜디오,KR7200350007,KSQ
321820,아티스트컴퍼니,KR7321820003,KSQ
102950,아하,KR7102950003,KNX
001540,안국약품,KR7001540004,KSQ
053800,안랩,KR7053800009,KSQ
251280,안지오랩,KR7251280004,KNX
065660,안트로젠,KR7065660003,KSQ
001780,알루코,KR7001780006,STK
260660,알리코제약,KR7260660006,KSQ
354320,알멕,KR7354320004,KSQ
361570,알비더블유,KR7361570005,KSQ
131370,알서포트,KR7131370009,KSQ
140670,알에스오토메이션,KR7140670001,KSQ
061040,알에프텍,KR7061040002,KSQ
148250,알엔투테크놀로지,KR7148250004,KSQ
476830,알지노믹스,KR7476830005,KSQ
347860,알체라,KR7347860009,KSQ
196170,알테오젠,KR7196170005,KSQ
123750,알톤,KR7123750002,KSQ
459550,알트,KR7459550000,KSQ
085810,알티캐스트,KR7085810000,KSQ
043100,알파AI,KR7043100007,KSQ
117670,알파칩스,KR7117670000,KSQ
314140,알피바이오,KR7314140005,KSQ
293780,압타바이오,KR7293780003,KSQ
018250,애경산업,KR7018250001,STK
161000,애경케미칼,KR7161000005,STK
390110,애니메디솔루션,KR7390110005,KNX
310200,애니플러스,KR7310200001,KSQ
179530,애드바이오텍,KR7179530001,KSQ
397810,애드포러스,KR7397810003,KSQ
0011A0,액스비스,KR70011A0009,KSQ
052790,액토즈소프트,KR7052790003,KSQ
290740,액트로,KR7290740000,KSQ
238090,앤디포스,KR7238090005,KSQ
138360,앤로보틱스,KR7138360003,KSQ
092600,앤씨앤,KR7092600006,KSQ
129890,앱코,KR7129890000,KSQ
174900,앱클론,KR7174900001,KSQ
109960,앱토크롬,KR7109960005,KSQ
270520,앱튼,KR7270520000,KSQ
255440,야스,KR7255440000,KSQ
030960,양지사,KR7030960009,KSQ
102120,어보브반도체,KR7102120003,KSQ
238120,얼라인드,KR7238120000,KSQ
224810,엄지하우스,KR7224810002,KNX
019990,에너토크,KR7019990001,KSQ
011090,에넥스,KR7011090008,STK
435570,에르코스,KR7435570007,KSQ
270660,에브리봇,KR7270660004,KSQ
038680,에스넷,KR7038680005,KSQ
137310,에스디바이오센서,KR7137310009,STK
217480,에스디생명공학,KR7217480003,KSQ
121890,에스디시스템,KR7121890008,KSQ
304360,에스바이오메딕스,KR7304360001,KSQ
389500,에스비비테크,KR7389500000,KSQ
042110,에스씨디,KR7042110007,KSQ
065420,에스아이리소스,KR7065420002,KSQ
270210,에스알바이오텍,KR7270210008,KNX
103230,에스앤더블류,KR7103230009,KSQ
260970,에스앤디,KR7260970009,KSQ
101490,에스앤에스텍,KR7101490001,KSQ
095910,에스에너지,KR7095910006,KSQ
275630,에스에스알,KR7275630002,KSQ
031330,에스에이엠티,KR7031330004,KSQ
060540,에스에이티,KR7060540002,KSQ
0008Z0,에스엔시스,KR70008Z0005,KSQ
005850,에스엘,KR7005850003,STK
246250,에스엘에스바이오,KR7246250005,KSQ
041510,에스엠,KR7041510009,KSQ
010580,에스엠벡셀,KR7010580009,STK
460870,에스엠씨지,KR7460870009,KSQ
464080,에스오에스랩,KR7464080001,KSQ
109610,에스와이,KR7109610006,KSQ
365330,에스와이스틸텍,KR7365330000,KSQ
012750,에스원,KR7012750006,STK
306040,에스제이그룹,KR7306040007,KSQ
217910,에스제이켐,KR7217910009,KNX
398120,에스지헬스케어,KR7398120006,KSQ
472230,에스케이증권제11호스팩,KR7472230002,KSQ
473000,에스케이증권제12호스팩,KR7473000008,KSQ
473950,에스케이증권제13호스팩,KR7473950004,KSQ
475660,에스켐,KR7475660007,KSQ
096630,에스코넥,KR7096630009,KSQ
0070X0,에스테크엠,KR70070X0000,KNX
069510,에스텍,KR7069510006,KSQ
488280,에스투더블유,KR7488280009,KSQ
234300,에스트래픽,KR7234300002,KSQ
039440,에스티아이,KR7039440003,KSQ
098660,에스티오,KR7098660004,KSQ
052020,에스티큐브,KR7052020005,KSQ
237690,에스티팜,KR7237690003,KSQ
458350,에스팀,KR7458350006,KSQ
050760,에스폴리텍,KR7050760008,KSQ
288620,에스프리즘,KR7288620008,KSQ
443670,에스피소프트,KR7443670005,KSQ
317830,에스피시스템스,KR7317830008,KSQ
058610,에스피지,KR7058610007,KSQ
043340,에쎈테크,KR7043340009,KSQ
023960,에쓰씨엔지니어링,KR7023960008,STK
163280,에어레인,KR7163280001,KSQ
298690,에어부산,KR7298690009,STK
200710,에이디테크놀로지,KR7200710002,KSQ
475580,에이럭스,KR7475580007,KSQ
096690,에이루트,KR7096690003,KSQ
078520,에이블씨엔씨,KR7078520004,STK
298380,에이비엘바이오,KR7298380007,KSQ
203400,에이비온,KR7203400007,KSQ
003800,에이스침대,KR7003800000,KSQ
088800,에이스테크,KR7088800008,KSQ
241840,에이스토리,KR7241840008,KSQ
364950,에이아이코리아,KR7364950006,KSQ
453860,에이에스텍,KR7453860009,KSQ
312610,에이에프더블류,KR7312610009,KSQ
015260,에이엔피,KR7015260003,STK
172670,에이엘티,KR7172670002,KSQ
234070,에이원큐브텍,KR7234070001,KNX
481070,에이유브랜즈,KR7481070001,KSQ
060900,에이전트AI,KR7060900008,KSQ
445090,에이직랜드,KR7445090004,KSQ
295310,에이치브이엠,KR7295310007,KSQ
072990,에이치시티,KR7072990005,KSQ
044990,에이치엔에스하이텍,KR7044990000,KSQ
239610,에이치엘사이언스,KR7239610009,KSQ
0156T0,에이치엘지노믹스,KR70156T0003,KSQ
036170,에이치엠넥스,KR7036170009,KSQ
477340,에이치엠씨제7호스팩,KR7477340004,KSQ
148930,에이치와이티씨,KR7148930001,KSQ
044780,에이치케이,KR7044780005,KSQ
357230,에이치피오,KR7357230002,KSQ
355690,에이텀,KR7355690009,KSQ
071670,에이테크솔루션,KR7071670004,KSQ
045660,에이텍,KR7045660008,KSQ
224110,에이텍모빌리티,KR7224110007,KSQ
021080,에이티넘인베스트,KR7021080007,KSQ
200470,에이팩트,KR7200470003,KSQ
207490,에이펙스인텍,KR7207490004,KNX
262260,에이프로,KR7262260003,KSQ
007460,에이프로젠,KR7007460009,STK
003060,에이프로젠바이오로직스,KR7003060001,STK
397030,에이프릴바이오,KR7397030008,KSQ
244920,에이플러스에셋,KR7244920005,STK
278470,에이피알,KR7278470000,STK
0009K0,에임드바이오,KR70009K0001,KSQ
230240,에치에프알,KR7230240004,KSQ
159910,에코글로우,KR7159910009,KSQ
097780,에코볼트,KR7097780001,KSQ
038870,에코심플렉스,KR7038870002,KSQ
448280,에코아이,KR7448280008,KSQ
101360,에코앤드림,KR7101360006,KSQ
128540,에코캡,KR7128540002,KSQ
086520,에코프로,KR7086520004,KSQ
450080,에코프로머티,KR7450080007,STK
247540,에코프로비엠,KR7247540008,KSQ
383310,에코프로에이치엔,KR7383310000,KSQ
038110,에코플라스틱,KR7038110003,KSQ
073540,에프알텍,KR7073540007,KSQ
064850,에프앤가이드,KR7064850001,KSQ
036810,에프에스티,KR7036810000,KSQ
173940,에프엔씨엔터,KR7173940008,KSQ
083500,에프엔에스테크,KR7083500009,KSQ
446440,에피바이오텍,KR7446440000,KNX
317530,에피소드컴퍼니,KR7317530004,KSQ
054940,엑사이엔씨,KR7054940002,KSQ
950130,엑세스바이오,KR8840090003,KSQ
373110,엑셀세라퓨틱스,KR7373110006,KSQ
205100,엑셈,KR7205100001,KSQ
356680,엑스게이트,KR7356680009,KSQ
317770,엑스페릭스,KR7317770006,KSQ
373200,엑스플러스,KR7373200005,KSQ
069920,엑시온그룹,KR7069920007,KSQ
092870,엑시콘,KR7092870005,KSQ
019490,엑시큐어하이트론,KR7019490002,STK
059180,엔더블유시,KR7059180000,KNX
317870,엔바이오니아,KR7317870004,KSQ
067570,엔브이에이치코리아,KR7067570002,KSQ
0004V0,엔비알모션,KR70004V0003,KSQ
236810,엔비티,KR7236810008,KSQ
140610,엔솔바이오사이언스,KR7140610007,KNX
333620,엔시스,KR7333620003,KSQ
101400,엔시트론,KR7101400000,KSQ
475230,엔알비,KR7475230009,KSQ
224760,엔에스컴퍼니,KR7224760009,KNX
481890,엔에이치스팩31호,KR7481890002,KSQ
0054V0,엔에이치스팩32호,KR70054V0002,KSQ
0130H0,엔에이치스팩33호,KR70130H0008,KSQ
265740,엔에프씨,KR7265740001,KSQ
354200,엔젠바이오,KR7354200008,KSQ
455900,엔젤로보틱스,KR7455900001,KSQ
419080,엔젯,KR7419080007,KSQ
093510,엔지브이아이,KR7093510006,KNX
183490,엔지켐생명과학,KR7183490002,KSQ
085310,엔케이,KR7085310001,STK
182400,엔케이젠바이오텍코리아,KR7182400002,KSQ
348370,엔켐,KR7348370008,KSQ
069410,엔텔스,KR7069410009,KSQ
227950,엔투텍,KR7227950003,KSQ
048830,엔피케이,KR7048830004,KSQ
096870,엘디티,KR7096870001,KSQ
276240,엘리비젼,KR7276240009,KNX
900140,엘브이엠씨홀딩스,KYG5307W1015,STK
290650,엘앤씨바이오,KR7290650001,KSQ
066970,엘앤에프,KR7066970005,STK
156100,엘앤케이바이오,KR7156100000,KSQ
0041J0,엘에스스팩1호,KR70041J0004,KSQ
311060,엘에이티,KR7311060008,KNX
073110,엘엠에스,KR7073110009,KSQ
083310,엘오티베큠,KR7083310003,KSQ
037950,엘컴텍,KR7037950003,KSQ
489500,엘케이켐,KR7489500009,KSQ
170920,엘티씨,KR7170920003,KSQ
058630,엠게임,KR7058630005,KSQ
226590,엠디바이스,KR7226590008,KSQ
058970,엠로,KR7058970005,KSQ
169330,엠브레인,KR7169330008,KSQ
097520,엠씨넥스,KR7097520001,STK
373170,엠아이큐브솔루션,KR7373170000,KSQ
179290,엠아이텍,KR7179290002,KSQ
484870,엠앤씨솔루션,KR7484870001,STK
009780,엠에스씨,KR7009780008,KSQ
123040,엠에스오토텍,KR7123040008,KSQ
432980,엠에프씨,KR7432980001,KSQ
007820,엠엑스로보틱스,KR7007820004,KSQ
347890,엠엑스온,KR7347890006,KSQ
413390,엠오티,KR7413390006,KSQ
032790,엠젠솔루션,KR7032790008,KSQ
033160,엠케이전자,KR7033160003,KSQ
033310,엠투엔,KR7033310004,KSQ
259630,엠플러스,KR7259630002,KSQ
105550,엣지파운드리,KR7105550008,KSQ
060850,영림원소프트랩,KR7060850005,KSQ
014440,영보화학,KR7014440002,STK
143540,영우디에스피,KR7143540003,KSQ
111770,영원무역,KR7111770004,STK
009970,영원무역홀딩스,KR7009970005,STK
003520,영진약품,KR7003520004,STK
000670,영풍,KR7000670000,STK
012280,영화금속,KR7012280004,STK
265560,영화테크,KR7265560003,KSQ
012160,영흥,KR7012160008,STK
036000,예림당,KR7036000008,KSQ
250930,예선테크,KR7250930005,KSQ
053280,예스24,KR7053280004,KSQ
122640,예스티,KR7122640006,KSQ
476040,오가노이드사이언스,KR7476040001,KSQ
900300,오가닉티코스메틱,HK0000312568,KSQ
212310,오건에코텍,KR7212310007,KNX
045060,오공,KR7045060001,KSQ
192410,오늘이엔엠,KR7192410009,KSQ
080520,오디텍,KR7080520000,KSQ
007310,오뚜기,KR7007310006,STK
039830,오로라,KR7039830005,KSQ
322310,오로스테크놀로지,KR7322310004,KSQ
046120,오르비텍,KR7046120002,KSQ
475830,오름테라퓨틱,KR7475830006,KSQ
014940,오리엔탈정공,KR7014940001,KSQ
002630,오리엔트바이오,KR7002630002,STK
065500,오리엔트정공,KR7065500001,KSQ
271560,오리온,KR7271560005,STK
001800,오리온홀딩스,KR7001800002,STK
010470,오리콤,KR7010470003,KSQ
417860,오브젠,KR7417860004,KSQ
352910,오비고,KR7352910004,KSQ
053980,오상자이엘,KR7053980009,KSQ
036220,오상헬스케어,KR7036220002,KSQ
052420,오성첨단소재,KR7052420007,KSQ
332190,오션스바이오,KR7332190008,KNX
052300,오션인더블유,KR7052300001,KSQ
039200,오스코텍,KR7039200001,KSQ
226400,오스테오닉,KR7226400000,KSQ
031510,오스템,KR7031510001,KSQ
342870,오아,KR7342870003,KSQ
368970,오에스피,KR7368970000,KSQ
138080,오이솔루션,KR7138080007,KSQ
080580,오킨스전자,KR7080580004,KSQ
067170,오텍,KR7067170001,KSQ
353590,오토앤,KR7353590003,KSQ
173130,오파스넷,KR7173130006,KSQ
440320,오픈놀,KR7440320000,KSQ
049480,오픈베이스,KR7049480007,KSQ
394280,오픈엣지테크놀로지,KR7394280002,KSQ
476060,온코닉테라퓨틱스,KR7476060009,KSQ
382150,온코크로스,KR7382150001,KSQ
005320,온타이드,KR7005320007,STK
244460,올리패스,KR7244460002,KSQ
226950,올릭스,KR7226950004,KSQ
057540,옴니시스템,KR7057540007,KSQ
131030,옵투스제약,KR7131030009,KSQ
082210,옵트론텍,KR7082210006,KSQ
109080,옵티시스,KR7109080002,KSQ
380540,옵티코어,KR7380540005,KSQ
153710,옵티팜,KR7153710009,KSQ
432430,와이랩,KR7432430007,KSQ
338840,와이바이오로직스,KR7338840002,KSQ
122990,와이솔,KR7122990005,KSQ
232140,와이씨,KR7232140004,KSQ
112290,와이씨켐,KR7112290002,KSQ
065530,와이어블,KR7065530008,KSQ
067900,와이엔텍,KR7067900001,KSQ
007530,와이엠,KR7007530009,KSQ
155650,와이엠씨,KR7155650005,KSQ
273640,와이엠텍,KR7273640003,KSQ
251370,와이엠티,KR7251370003,KSQ
209640,와이제이링크,KR7209640002,KSQ
096250,와이즈넛,KR7096250006,KSQ
273060,와이즈버즈,KR7273060004,KSQ
019210,와이지-원,KR7019210004,KSQ
122870,와이지엔터테인먼트,KR7122870009,KSQ
011690,와이투솔루션,KR7011690005,STK
079000,와토스코리아,KR7079000006,KSQ
403490,우듬지팜,KR7403490006,KSQ
316140,우리금융지주,KR7316140003,STK
032820,우리기술,KR7032820003,KSQ
041190,우리기술투자,KR7041190000,KSQ
115440,우리넷,KR7115440000,KSQ
046970,우리로,KR7046970000,KSQ
082850,우리바이오,KR7082850009,KSQ
215360,우리산업,KR7215360009,KSQ
072470,우리산업홀딩스,KR7072470008,KSQ
073560,우리손에프앤지,KR7073560005,KSQ
037400,우리엔터프라이즈,KR7037400009,KSQ
153490,우리이앤엘하루틴,KR7153490008,KSQ
101170,우림피티에스,KR7101170009,KSQ
006980,우성,KR7006980007,STK
011300,우성머티리얼스,KR7011300001,STK
017370,우신시스템,KR7017370008,STK
103840,우양,KR7103840005,KSQ
101970,우양에이치씨,KR7101970002,KSQ
002420,우양피앤엘,KR7002420008,STK
046940,우원개발,KR7046940003,KSQ
065680,우주일렉트로,KR7065680001,KSQ
105840,우진,KR7105840003,STK
018620,우진비앤지,KR7018620005,KSQ
010400,우진아이엔에스,KR7010400000,STK
457550,우진엔텍,KR7457550002,KSQ
049800,우진플라임,KR7049800006,STK
016880,웅진,KR7016880007,STK
095720,웅진씽크빅,KR7095720009,STK
396470,워트,KR7396470007,KSQ
005820,원림,KR7005820006,STK
307280,원바이오젠,KR7307280008,KSQ
032940,원익,KR7032940009,KSQ
240810,원익IPS,KR7240810002,KSQ
074600,원익QnC,KR7074600008,KSQ
104830,원익머트리얼즈,KR7104830005,KSQ
014190,원익큐브,KR7014190003,KSQ
217820,원익피앤이,KR7217820000,KSQ
030530,원익홀딩스,KR7030530000,KSQ
012620,원일특강,KR7012620001,KSQ
136150,원일티엔아이,KR7136150000,KSQ
382840,원준,KR7382840007,KSQ
336570,원텍,KR7336570007,KSQ
376980,원티드랩,KR7376980009,KSQ
122830,원포유,KR7122830003,KNX
008370,원풍,KR7008370009,KSQ
008290,원풍물산,KR7008290009,KSQ
101160,월덱스,KR7101160000,KSQ
336060,웨이버스,KR7336060009,KSQ
095270,웨이브일렉트로,KR7095270005,KSQ
289930,웨이비스,KR7289930000,KSQ
065950,웰크론,KR7065950008,KSQ
076080,웰크론한텍,KR7076080001,KSQ
043590,웰킵스하이텍,KR7043590009,KSQ
196700,웹스,KR7196700009,KSQ
069080,웹젠,KR7069080000,KSQ
053580,웹케시,KR7053580007,KSQ
479960,위너스일렉,KR7479960007,KSQ
044340,위닉스,KR7044340008,KSQ
330350,위더스제약,KR7330350000,KSQ
348350,위드텍,KR7348350000,KSQ
112040,위메이드,KR7112040001,KSQ
101730,위메이드맥스,KR7101730000,KSQ
123420,위메이드플레이,KR7123420002,KSQ
065370,위세아이텍,KR7065370009,KSQ
140660,위월드,KR7140660002,KNX
038620,위즈코프,KR7038620001,KSQ
036090,위지트,KR7036090009,KSQ
459100,위츠,KR7459100004,KSQ
136540,윈스테크넷,KR7136540002,KSQ
097800,윈팩,KR7097800007,KSQ
192390,윈하이텍,KR7192390003,KSQ
008600,윌비스,KR7008600009,STK
335870,윙스풋,KR7335870002,KSQ
900340,윙입푸드,HK0000449303,KSQ
033270,유나이티드제약,KR7033270000,STK
014830,유니드,KR7014830004,STK
446070,유니드비티플러스,KR7446070005,STK
036200,유니셈,KR7036200004,KSQ
018000,유니슨,KR7018000000,KSQ
000910,유니온,KR7000910000,STK
047400,유니온머티리얼,KR7047400007,STK
203450,유니온바이오메트릭스,KR7203450002,KSQ
011330,유니켐,KR7011330008,STK
077500,유니퀘스트,KR7077500007,STK
011320,유니크,KR7011320009,KSQ
086390,유니테스트,KR7086390002,KSQ
241690,유니테크노,KR7241690007,KSQ
142210,유니트론텍,KR7142210004,KSQ
121060,유니포인트,KR7121060008,KNX
389680,유디엠텍,KR7389680000,KSQ
088340,유라클,KR7088340005,KSQ
048430,유라테크,KR7048430003,KSQ
206650,유바이오로직스,KR7206650004,KSQ
089850,유비벨록스,KR7089850002,KSQ
495810,유비씨,KR7495810004,KNX
084440,유비온,KR7084440007,KSQ
264450,유비쿼스,KR7264450008,KSQ
078070,유비쿼스홀딩스,KR7078070000,KSQ
002920,유성기업,KR7002920007,STK
024800,유성티엔에스,KR7024800005,KSQ
000700,유수홀딩스,KR7000700005,STK
054930,유신,KR7054930003,KSQ
069330,유아이디,KR7069330009,KSQ
049520,유아이엘,KR7049520000,KSQ
473050,유안타제15호스팩,KR7473050003,KSQ
474490,유안타제16호스팩,KR7474490000,KSQ
493790,유안타제17호스팩,KR7493790000,KSQ
003470,유안타증권,KR7003470002,STK
003475,유안타증권우,KR7003471000,STK
263770,유에스티,KR7263770000,KSQ
337840,유엑스엔,KR7337840003,KNX
072130,유엔젤,KR7072130008,STK
000220,유유제약,KR7000220004,STK
000225,유유제약1우,KR7000221002,STK
000227,유유제약2우B,KR7000222000,STK
388720,유일로보틱스,KR7388720005,KSQ
023410,유진기업,KR7023410004,KSQ
056080,유진로봇,KR7056080005,KSQ
468760,유진스팩10호,KR7468760004,KSQ
488060,유진스팩11호,KR7488060005,KSQ
0105P0,유진스팩12호,KR70105P0009,KSQ
084370,유진테크,KR7084370006,KSQ
240600,유진테크놀로지,KR7240600007,KSQ
001200,유진투자증권,KR7001200005,STK
179900,유티아이,KR7179900006,KSQ
263050,유틸렉스,KR7263050007,KSQ
000100,유한양행,KR7000100008,STK
000105,유한양행우,KR7000101006,STK
003460,유화증권,KR7003460003,STK
003465,유화증권우,KR7003461001,STK
191410,육일씨엔에쓰,KR7191410000,KSQ
372170,윤성에프앤씨,KR7372170001,KSQ
146060,율촌,KR7146060009,KSQ
008730,율촌화학,KR7008730004,STK
008250,이건산업,KR7008250003,STK
039020,이건홀딩스,KR7039020003,KSQ
025820,이구산업,KR7025820002,STK
067920,이글루,KR7067920009,KSQ
044960,이글벳,KR7044960003,KSQ
303530,이노뎁,KR7303530000,KSQ
302430,이노메트리,KR7302430004,KSQ
279060,이노벡스,KR7279060008,KNX
214320,이노션,KR7214320004,STK
462350,이노스페이스,KR7462350000,KSQ
274400,이노시뮬레이션,KR7274400001,KSQ
296640,이노에이엑스,KR7296640006,KSQ
215790,이노인스트루먼트,KR7215790007,KSQ
344860,이노진,KR7344860002,KSQ
333050,이노테나,KR7333050003,KSQ
469610,이노테크,KR7469610000,KSQ
088390,이녹스,KR7088390000,KSQ
272290,이녹스첨단소재,KR7272290008,KSQ
053350,이니텍,KR7053350005,KSQ
452400,이닉스,KR7452400005,KSQ
264850,이랜시스,KR7264850009,KSQ
054210,이랜텍,KR7054210000,KSQ
009730,이렘,KR7009730003,KSQ
065440,이루온,KR7065440000,KSQ
088260,이리츠코크렙,KR7088260005,STK
139480,이마트,KR7139480008,STK
424870,이뮨온시아,KR7424870004,KSQ
115610,이미지스,KR7115610008,KSQ
478110,이베스트스팩6호,KR7478110000,KSQ
131400,이브이첨단소재,KR7131400004,KSQ
208850,이비테크,KR7208850008,KNX
351330,이삭엔지니어링,KR7351330006,KSQ
080010,이상네트웍스,KR7080010002,KSQ
379390,이성씨엔아이,KR7379390008,KNX
457190,이수스페셜티케미컬,KR7457190007,STK
086890,이수앱지스,KR7086890001,KSQ
007660,이수페타시스,KR7007660004,STK
005950,이수화학,KR7005950001,STK
015020,이스타코,KR7015020001,STK
047560,이스트소프트,KR7047560008,KSQ
239340,이스트에이드,KR7239340003,KSQ
